,example_compound_name,InChIKey,InChIKey_simp,organism_name,accepted_name,accepted_name_w_author,accepted_species,accepted_family,refDOI,sanitised_dois
11143,3-isopropylbenzaldehyde,FFQXEFNKZVGJDI-UHFFFAOYSA-N,FFQXEFNKZVGJDI,Allium cepa,Allium cepa,Allium cepa L.,Allium cepa,Amaryllidaceae,10.3390/MOLECULES24050928,10.3390_MOLECULES24050928
7099,Q105283537,VBXHRHABBLLODX-DQDGPUIHSA-N,VBXHRHABBLLODX,Allium cepa,Allium cepa,Allium cepa L.,Allium cepa,Amaryllidaceae,10.1021/JF048404O,10.1021_JF048404O
7782,"(2R,3R,4R,5R,6S)-2-[(2R)-4-[(1S,2S,4S,6R,7S,8R,9S,12S,13R,14R,16R)-6,16-dihydroxy-7,9,13-trimethyl-14-[(2S,3R,4S,5R)-3,4,5-trihydroxyoxan-2-yl]oxy-5-oxapentacyclo[10.8.0.02,9.04,8.013,18]icos-18-en-6-yl]-2-methylbutoxy]-6-methyloxane-3,4,5-triol",DUJRFLRNALOUEO-OHUDJOQMSA-N,DUJRFLRNALOUEO,Allium cepa,Allium cepa,Allium cepa L.,Allium cepa,Amaryllidaceae,10.1021/JF048404O,10.1021_JF048404O
11011,allyl isothiocyanate,ZOJBYZNEUISWFT-UHFFFAOYSA-N,ZOJBYZNEUISWFT,Allium chinense,Allium chinense,Allium chinense G.Don,Allium chinense,Amaryllidaceae,10.1186/1756-3305-7-184,10.1186_1756-3305-7-184
11251,allyl methyl tetrasulfide,BHIKXWJMZCALEK-UHFFFAOYSA-N,BHIKXWJMZCALEK,Allium chinense,Allium chinense,Allium chinense G.Don,Allium chinense,Amaryllidaceae,10.1186/1756-3305-7-184,10.1186_1756-3305-7-184
11128,dimethyl trisulfide,YWHLKYXPLRWGSE-UHFFFAOYSA-N,YWHLKYXPLRWGSE,Allium chinense,Allium chinense,Allium chinense G.Don,Allium chinense,Amaryllidaceae,10.1186/1756-3305-7-184,10.1186_1756-3305-7-184
11007,allyl disulfide,PFRGXCVKLLPLIP-UHFFFAOYSA-N,PFRGXCVKLLPLIP,Allium chinense,Allium chinense,Allium chinense G.Don,Allium chinense,Amaryllidaceae,10.1186/1756-3305-7-184,10.1186_1756-3305-7-184
11100,Dimethyl tetrasulphide,NPNIZCVKXVRCHF-UHFFFAOYSA-N,NPNIZCVKXVRCHF,Allium chinense,Allium chinense,Allium chinense G.Don,Allium chinense,Amaryllidaceae,10.1186/1756-3305-7-184,10.1186_1756-3305-7-184
10967,allyl methyl trisulfide,JGMPRNFEEAJLAJ-UHFFFAOYSA-N,JGMPRNFEEAJLAJ,Allium chinense,Allium chinense,Allium chinense G.Don,Allium chinense,Amaryllidaceae,10.1186/1756-3305-7-184,10.1186_1756-3305-7-184
11076,allicin,JDLKFOPOAOFWQN-UHFFFAOYSA-N,JDLKFOPOAOFWQN,Allium chinense,Allium chinense,Allium chinense G.Don,Allium chinense,Amaryllidaceae,10.1186/1756-3305-7-184,10.1186_1756-3305-7-184
10915,methyl propyl disulfide,PUCHCUYBORIUSM-UHFFFAOYSA-N,PUCHCUYBORIUSM,Allium chinense,Allium chinense,Allium chinense G.Don,Allium chinense,Amaryllidaceae,10.1186/1756-3305-7-184,10.1186_1756-3305-7-184
9552,allyl trisulfide,UBAXRAHSPKWNCX-UHFFFAOYSA-N,UBAXRAHSPKWNCX,Allium chinense,Allium chinense,Allium chinense G.Don,Allium chinense,Amaryllidaceae,10.1186/1756-3305-7-184,10.1186_1756-3305-7-184
10993,methyl propyl trisulfide,ZOYASYRPGHCQHW-UHFFFAOYSA-N,ZOYASYRPGHCQHW,Allium chinense,Allium chinense,Allium chinense G.Don,Allium chinense,Amaryllidaceae,10.1186/1756-3305-7-184,10.1186_1756-3305-7-184
9647,allyl methyl disulfide,XNZOTQPMYMCTBZ-UHFFFAOYSA-N,XNZOTQPMYMCTBZ,Allium chinense,Allium chinense,Allium chinense G.Don,Allium chinense,Amaryllidaceae,10.1186/1756-3305-7-184,10.1186_1756-3305-7-184
9548,diallyl sulfide,UBJVUCKUDDKUJF-UHFFFAOYSA-N,UBJVUCKUDDKUJF,Allium chinense,Allium chinense,Allium chinense G.Don,Allium chinense,Amaryllidaceae,10.1186/1756-3305-7-184,10.1186_1756-3305-7-184
8885,lariciresinol,MHXCIKYXNYCMHY-AUSJPIAWSA-N,MHXCIKYXNYCMHY,Allium sativum,Allium sativum,Allium sativum L.,Allium sativum,Amaryllidaceae,10.1079/BJN20051371,10.1079_BJN20051371
8673,(+)-pinoresinol,HGXBRUKMWQGOIE-AFHBHXEDSA-N,HGXBRUKMWQGOIE,Allium sativum,Allium sativum,Allium sativum L.,Allium sativum,Amaryllidaceae,10.1079/BJN20051371,10.1079_BJN20051371
8809,matairesinol,MATGKVZWFZHCLI-LSDHHAIUSA-N,MATGKVZWFZHCLI,Allium sativum,Allium sativum,Allium sativum L.,Allium sativum,Amaryllidaceae,10.1079/BJN20051371,10.1079_BJN20051371
8870,DL-alliin,XUHLIQGRKRUKPH-UHFFFAOYSA-N,XUHLIQGRKRUKPH,Allium sativum,Allium sativum,Allium sativum L.,Allium sativum,Amaryllidaceae,10.1155/2013/381815,10.1155_2013_381815
8853,secoisolariciresinol,PUETUDUXMCLALY-HOTGVXAUSA-N,PUETUDUXMCLALY,Allium sativum,Allium sativum,Allium sativum L.,Allium sativum,Amaryllidaceae,10.1079/BJN20051371,10.1079_BJN20051371
55501,chalcone,DQFBYFPFKXHELB-VAWYXSNFSA-N,DQFBYFPFKXHELB,Alpinia katsumadai,Alpinia hainanensis,Alpinia hainanensis K.Schum.,Alpinia hainanensis,Zingiberaceae,10.1186/1743-422X-7-307,10.1186_1743-422X-7-307
531563,cinnamoylbenzene,DQFBYFPFKXHELB-UHFFFAOYSA-N,DQFBYFPFKXHELB,Alpinia hainanensis,Alpinia hainanensis,Alpinia hainanensis K.Schum.,Alpinia hainanensis,Zingiberaceae,10.1186/1743-422X-7-307,10.1186_1743-422X-7-307
531561,chalcone,DQFBYFPFKXHELB-VAWYXSNFSA-N,DQFBYFPFKXHELB,Alpinia hainanensis,Alpinia hainanensis,Alpinia hainanensis K.Schum.,Alpinia hainanensis,Zingiberaceae,10.1186/1743-422X-7-307,10.1186_1743-422X-7-307
55489,cinnamoylbenzene,DQFBYFPFKXHELB-UHFFFAOYSA-N,DQFBYFPFKXHELB,Alpinia katsumadai,Alpinia hainanensis,Alpinia hainanensis K.Schum.,Alpinia hainanensis,Zingiberaceae,10.1186/1743-422X-7-307,10.1186_1743-422X-7-307
527108,myrtenol,RXBQNMWIQKOSCS-UHFFFAOYSA-N,RXBQNMWIQKOSCS,Alpinia mutica,Alpinia mutica,Alpinia mutica Roxb.,Alpinia mutica,Zingiberaceae,10.1080/10412905.1998.9700846,10.1080_10412905.1998.9700846
528167,(±)-bornyl acetate,KGEKLUUHTZCSIP-UHFFFAOYSA-N,KGEKLUUHTZCSIP,Alpinia mutica,Alpinia mutica,Alpinia mutica Roxb.,Alpinia mutica,Zingiberaceae,10.1080/10412905.1998.9700846,10.1080_10412905.1998.9700846
527693,(+/-)-4-terpineol,WRYLYDPHFGVWKC-UHFFFAOYSA-N,WRYLYDPHFGVWKC,Alpinia mutica,Alpinia mutica,Alpinia mutica Roxb.,Alpinia mutica,Zingiberaceae,10.1080/10412905.1998.9700846,10.1080_10412905.1998.9700846
527723,fenchone,LHXDLQBQYFFVNW-UHFFFAOYSA-N,LHXDLQBQYFFVNW,Alpinia mutica,Alpinia mutica,Alpinia mutica Roxb.,Alpinia mutica,Zingiberaceae,10.1080/10412905.1998.9700846,10.1080_10412905.1998.9700846
527595,(+/-)-linalool,CDOSHBSSFJOMGT-UHFFFAOYSA-N,CDOSHBSSFJOMGT,Alpinia mutica,Alpinia mutica,Alpinia mutica Roxb.,Alpinia mutica,Zingiberaceae,10.1080/10412905.1998.9700846,10.1080_10412905.1998.9700846
527586,beta-pinene,WTARULDDTDQWMU-UHFFFAOYSA-N,WTARULDDTDQWMU,Alpinia mutica,Alpinia mutica,Alpinia mutica Roxb.,Alpinia mutica,Zingiberaceae,10.1080/10412905.1998.9700846,10.1080_10412905.1998.9700846
527541,p-cymene,HFPZCAJZSCWRBC-UHFFFAOYSA-N,HFPZCAJZSCWRBC,Alpinia mutica,Alpinia mutica,Alpinia mutica Roxb.,Alpinia mutica,Zingiberaceae,10.1080/10412905.1998.9700846,10.1080_10412905.1998.9700846
527215,"7,7-dimethyl-2-methylenebicyclo[2.2.1]heptane",XCPQUQHBVVXMRQ-UHFFFAOYSA-N,XCPQUQHBVVXMRQ,Alpinia mutica,Alpinia mutica,Alpinia mutica Roxb.,Alpinia mutica,Zingiberaceae,10.1080/10412905.1998.9700846,10.1080_10412905.1998.9700846
527284,alpha-pinene,GRWFGVWFFZKLTI-UHFFFAOYSA-N,GRWFGVWFFZKLTI,Alpinia mutica,Alpinia mutica,Alpinia mutica Roxb.,Alpinia mutica,Zingiberaceae,10.1080/10412905.1998.9700846,10.1080_10412905.1998.9700846
527179,camphor,DSSYKIVIOFKYAU-UHFFFAOYSA-N,DSSYKIVIOFKYAU,Alpinia mutica,Alpinia mutica,Alpinia mutica Roxb.,Alpinia mutica,Zingiberaceae,10.1080/10412905.1998.9700846,10.1080_10412905.1998.9700846
527251,borneol,DTGKSKDOIYIVQL-UHFFFAOYSA-N,DTGKSKDOIYIVQL,Alpinia mutica,Alpinia mutica,Alpinia mutica Roxb.,Alpinia mutica,Zingiberaceae,10.1080/10412905.1998.9700846,10.1080_10412905.1998.9700846
527291,alpha-terpineol,WUOACPNHFRMFPN-UHFFFAOYSA-N,WUOACPNHFRMFPN,Alpinia mutica,Alpinia mutica,Alpinia mutica Roxb.,Alpinia mutica,Zingiberaceae,10.1080/10412905.1998.9700846,10.1080_10412905.1998.9700846
527157,2-nonanone,VKCYHJWLYTUGCC-UHFFFAOYSA-N,VKCYHJWLYTUGCC,Alpinia mutica,Alpinia mutica,Alpinia mutica Roxb.,Alpinia mutica,Zingiberaceae,10.1080/10412905.1998.9700846,10.1080_10412905.1998.9700846
530923,"(R)-5,7-dihydroxyflavanone",URFCJEUYXNAHFI-CYBMUJFWSA-N,URFCJEUYXNAHFI,Alpinia nutans,Alpinia nutans,Alpinia nutans (L.) Roscoe,Alpinia nutans,Zingiberaceae,10.1076/PHBI.41.1.7.14703,10.1076_PHBI.41.1.7.14703
530924,flavokavain B,QKQLSQLKXBHUSO-CMDGGOBGSA-N,QKQLSQLKXBHUSO,Alpinia nutans,Alpinia nutans,Alpinia nutans (L.) Roscoe,Alpinia nutans,Zingiberaceae,10.1076/PHBI.41.1.7.14703,10.1076_PHBI.41.1.7.14703
530900,flavokavain B,QKQLSQLKXBHUSO-CMDGGOBGSA-N,QKQLSQLKXBHUSO,Alpinia zerumbet,Alpinia zerumbet,Alpinia zerumbet (Pers.) B.L.Burtt & R.M.Sm.,Alpinia zerumbet,Zingiberaceae,10.1076/PHBI.41.1.7.14703,10.1076_PHBI.41.1.7.14703
530942,"(R)-5,7-dihydroxyflavanone",URFCJEUYXNAHFI-CYBMUJFWSA-N,URFCJEUYXNAHFI,Alpinia zerumbet,Alpinia zerumbet,Alpinia zerumbet (Pers.) B.L.Burtt & R.M.Sm.,Alpinia zerumbet,Zingiberaceae,10.1076/PHBI.41.1.7.14703,10.1076_PHBI.41.1.7.14703
3481,"Methyl 13-ethylidene-18-hydroxy-8,15-diazahexacyclo[14.2.1.01,9.02,7.010,15.012,17]nonadeca-2,4,6-triene-17-carboxylate",RLUORQGMBKDXPO-UHFFFAOYSA-N,RLUORQGMBKDXPO,Alstonia angustifolia,Alstonia angustifolia,Alstonia angustifolia Wall. ex A.DC.,Alstonia angustifolia,Apocynaceae,10.1016/0031-9422(73)80586-2,10.1016_0031-9422(73)80586-2
3430,"6-Acetyl-1'-methylspiro[4-oxa-12-azatricyclo[7.2.1.02,7]dodec-5-ene-10,3'-indole]-2'-one",JUWMPKQYUSKQSY-UHFFFAOYSA-N,JUWMPKQYUSKQSY,Alstonia angustifolia,Alstonia angustifolia,Alstonia angustifolia Wall. ex A.DC.,Alstonia angustifolia,Apocynaceae,10.1016/S0031-9422(00)90012-8,10.1016_S0031-9422(00)90012-8
40269,"Methyl 13-ethylidene-18-hydroxy-8,15-diazahexacyclo[14.2.1.01,9.02,7.010,15.012,17]nonadeca-2,4,6-triene-17-carboxylate",RLUORQGMBKDXPO-UHFFFAOYSA-N,RLUORQGMBKDXPO,Alstonia mollis,Alstonia constricta,Alstonia constricta F.Muell.,Alstonia constricta,Apocynaceae,10.1016/0031-9422(73)80586-2,10.1016_0031-9422(73)80586-2
38917,"Methyl 13-ethylidene-18-hydroxy-8,15-diazahexacyclo[14.2.1.01,9.02,7.010,15.012,17]nonadeca-2,4,6-triene-17-carboxylate",RLUORQGMBKDXPO-UHFFFAOYSA-N,RLUORQGMBKDXPO,Alstonia constricta,Alstonia constricta,Alstonia constricta F.Muell.,Alstonia constricta,Apocynaceae,10.1016/0031-9422(73)80586-2,10.1016_0031-9422(73)80586-2
37686,Alstiphyllanine E,NPAPHJSGCRCHBM-UMLFCLJTSA-N,NPAPHJSGCRCHBM,Alstonia macrophylla,Alstonia macrophylla,Alstonia macrophylla Wall. ex G.Don,Alstonia macrophylla,Apocynaceae,10.1016/J.BMC.2010.01.077,10.1016_J.BMC.2010.01.077
37613,"6-Acetyl-1'-methylspiro[4-oxa-12-azatricyclo[7.2.1.02,7]dodec-5-ene-10,3'-indole]-2'-one",JUWMPKQYUSKQSY-UHFFFAOYSA-N,JUWMPKQYUSKQSY,Alstonia macrophylla,Alstonia macrophylla,Alstonia macrophylla Wall. ex G.Don,Alstonia macrophylla,Apocynaceae,10.1016/S0031-9422(00)90012-8,10.1016_S0031-9422(00)90012-8
37655,Alstiphyllanine G,JQJQNLIWQQKVAT-IFQABQPBSA-N,JQJQNLIWQQKVAT,Alstonia macrophylla,Alstonia macrophylla,Alstonia macrophylla Wall. ex G.Don,Alstonia macrophylla,Apocynaceae,10.1016/J.BMC.2010.01.077,10.1016_J.BMC.2010.01.077
37297,Alstonisine,JUWMPKQYUSKQSY-KWJBKDRPSA-N,JUWMPKQYUSKQSY,Alstonia macrophylla,Alstonia macrophylla,Alstonia macrophylla Wall. ex G.Don,Alstonia macrophylla,Apocynaceae,10.1016/J.BMC.2010.01.077,10.1016_J.BMC.2010.01.077
37742,Alstonerine,PMIRJPWEIZTLEG-KTGNWYGMSA-N,PMIRJPWEIZTLEG,Alstonia macrophylla,Alstonia macrophylla,Alstonia macrophylla Wall. ex G.Don,Alstonia macrophylla,Apocynaceae,10.1016/J.BMC.2010.01.077,10.1016_J.BMC.2010.01.077
37848,"Methyl 13-ethylidene-18-hydroxy-8,15-diazahexacyclo[14.2.1.01,9.02,7.010,15.012,17]nonadeca-2,4,6-triene-17-carboxylate",RLUORQGMBKDXPO-UHFFFAOYSA-N,RLUORQGMBKDXPO,Alstonia macrophylla,Alstonia macrophylla,Alstonia macrophylla Wall. ex G.Don,Alstonia macrophylla,Apocynaceae,10.1016/0031-9422(73)80586-2,10.1016_0031-9422(73)80586-2
37420,"methyl (1R,9S,10S,12S,13Z,16S,17R,18S)-18-(3,4-dimethoxybenzoyl)oxy-13-ethylidene-8-methyl-8,15-diazahexacyclo[14.2.1.01,9.02,7.010,15.012,17]nonadeca-2,4,6-triene-17-carboxylate",BKIZFGGUZGQTJG-VTVGIJKBSA-N,BKIZFGGUZGQTJG,Alstonia macrophylla,Alstonia macrophylla,Alstonia macrophylla Wall. ex G.Don,Alstonia macrophylla,Apocynaceae,10.1016/J.BMC.2010.01.077,10.1016_J.BMC.2010.01.077
39231,Vinblastine,DOUQNGAJTIRQPP-NPWUBBBWSA-N,DOUQNGAJTIRQPP,Alstonia macrophylla,Alstonia macrophylla,Alstonia macrophylla Wall. ex G.Don,Alstonia macrophylla,Apocynaceae,10.1016/J.BMC.2010.01.077,10.1016_J.BMC.2010.01.077
37399,"methyl (1R,9S,10S,12S,13Z,16S,17R,18S)-13-ethylidene-18-hydroxy-8-methyl-8,15-diazahexacyclo[14.2.1.01,9.02,7.010,15.012,17]nonadeca-2,4,6-triene-17-carboxylate",DOUQNGAJTIRQPP-XKMOEMCXSA-N,DOUQNGAJTIRQPP,Alstonia macrophylla,Alstonia macrophylla,Alstonia macrophylla Wall. ex G.Don,Alstonia macrophylla,Apocynaceae,10.1016/J.BMC.2010.01.077,10.1016_J.BMC.2010.01.077
37398,"methyl (1R,9R,11S,14E,15R,17S,19R)-14-ethylidene-18-oxa-2,12-diazahexacyclo[9.6.1.1⁹,¹⁵.0¹,⁹.0³,⁸.0¹²,¹⁷]nonadeca-3,5,7-triene-19-carboxylate",BDXYPHKGNUGUFG-VETGLWQVSA-N,BDXYPHKGNUGUFG,Alstonia macrophylla,Alstonia macrophylla,Alstonia macrophylla Wall. ex G.Don,Alstonia macrophylla,Apocynaceae,10.1016/J.BMC.2010.01.077,10.1016_J.BMC.2010.01.077
37863,"methyl (1R,9S,11S,14E,15S,17S,19R)-14-ethylidene-19-formyl-18-oxa-2,12-diazahexacyclo[9.6.1.1⁹,¹⁵.0¹,⁹.0³,⁸.0¹²,¹⁷]nonadeca-3,5,7-triene-19-carboxylate",RHBAENOZUZWALZ-GGZNVOGHSA-N,RHBAENOZUZWALZ,Alstonia macrophylla,Alstonia macrophylla,Alstonia macrophylla Wall. ex G.Don,Alstonia macrophylla,Apocynaceae,10.1016/J.BMC.2010.01.077,10.1016_J.BMC.2010.01.077
37396,"Burnamine-17-O-3'',4'',5''-trimethoxybenzoate",CLCDMQIWPVOTMQ-RKJOYVLNSA-N,CLCDMQIWPVOTMQ,Alstonia macrophylla,Alstonia macrophylla,Alstonia macrophylla Wall. ex G.Don,Alstonia macrophylla,Apocynaceae,10.1016/J.BMC.2010.01.077,10.1016_J.BMC.2010.01.077
37962,Alstiphyllanine H,XTFVLFGRXGBQCC-QFGVLRAYSA-N,XTFVLFGRXGBQCC,Alstonia macrophylla,Alstonia macrophylla,Alstonia macrophylla Wall. ex G.Don,Alstonia macrophylla,Apocynaceae,10.1016/J.BMC.2010.01.077,10.1016_J.BMC.2010.01.077
37960,"methyl (1R,9S,10S,12S,16S,17S)-13-ethylidene-18-hydroxy-8-methyl-15-oxido-8-aza-15-azoniahexacyclo[14.2.1.01,9.02,7.010,15.012,17]nonadeca-2,4,6-triene-17-carboxylate",XTFVLFGRXGBQCC-WWAAUBSESA-N,XTFVLFGRXGBQCC,Alstonia macrophylla,Alstonia macrophylla,Alstonia macrophylla Wall. ex G.Don,Alstonia macrophylla,Apocynaceae,10.1016/J.BMC.2010.01.077,10.1016_J.BMC.2010.01.077
37916,Alstiphyllanine C,WHACFBRHAHLZJN-AXWMRBGZSA-N,WHACFBRHAHLZJN,Alstonia macrophylla,Alstonia macrophylla,Alstonia macrophylla Wall. ex G.Don,Alstonia macrophylla,Apocynaceae,10.1016/J.BMC.2010.01.077,10.1016_J.BMC.2010.01.077
37909,"methyl (1R,9S,10S,12S,13Z,16S,17R,18S)-18-acetyloxy-13-ethylidene-8-methyl-8,15-diazahexacyclo[14.2.1.01,9.02,7.010,15.012,17]nonadeca-2,4,6-triene-17-carboxylate",UBTOXVLVFCOIGT-NVVWZMIBSA-N,UBTOXVLVFCOIGT,Alstonia macrophylla,Alstonia macrophylla,Alstonia macrophylla Wall. ex G.Don,Alstonia macrophylla,Apocynaceae,10.1016/J.BMC.2010.01.077,10.1016_J.BMC.2010.01.077
37392,10-methoxy-N(1)-methylburnamine-17-O-veratrate,DTINADCHYFZWSG-BUVDGYSPSA-N,DTINADCHYFZWSG,Alstonia macrophylla,Alstonia macrophylla,Alstonia macrophylla Wall. ex G.Don,Alstonia macrophylla,Apocynaceae,10.1016/J.BMC.2010.01.077,10.1016_J.BMC.2010.01.077
37389,"methyl (1R,9S,11S,15S,17S,19R)-14-ethylidene-19-[(3,4,5-trimethoxybenzoyl)oxymethyl]-18-oxa-2,12-diazahexacyclo[9.6.1.19,15.01,9.03,8.012,17]nonadeca-3,5,7-triene-19-carboxylate",CLCDMQIWPVOTMQ-VGSGBYQLSA-N,CLCDMQIWPVOTMQ,Alstonia macrophylla,Alstonia macrophylla,Alstonia macrophylla Wall. ex G.Don,Alstonia macrophylla,Apocynaceae,10.1016/J.BMC.2010.01.077,10.1016_J.BMC.2010.01.077
37385,"methyl (1R,9R,11S,14E,15R,17S,19R)-14-ethylidene-5,6-dimethoxy-18-oxa-2,12-diazahexacyclo[9.6.1.19,15.01,9.03,8.012,17]nonadeca-3,5,7-triene-19-carboxylate",CRKDVBVOAIRDNW-LWSMPMPHSA-N,CRKDVBVOAIRDNW,Alstonia macrophylla,Alstonia macrophylla,Alstonia macrophylla Wall. ex G.Don,Alstonia macrophylla,Apocynaceae,10.1016/J.BMC.2010.01.077,10.1016_J.BMC.2010.01.077
37512,"methyl (1R,9S,10S,12S,13Z,16S,17R,18S)-13-ethylidene-8-methyl-18-(3,4,5-trimethoxybenzoyl)oxy-8,15-diazahexacyclo[14.2.1.01,9.02,7.010,15.012,17]nonadeca-2,4,6-triene-17-carboxylate",IFFBQMRDVLQSPU-KTNBTVCPSA-N,IFFBQMRDVLQSPU,Alstonia macrophylla,Alstonia macrophylla,Alstonia macrophylla Wall. ex G.Don,Alstonia macrophylla,Apocynaceae,10.1016/J.BMC.2010.01.077,10.1016_J.BMC.2010.01.077
39262,Picraline,BDXYPHKGNUGUFG-ISOAOPOOSA-N,BDXYPHKGNUGUFG,Alstonia macrophylla,Alstonia macrophylla,Alstonia macrophylla Wall. ex G.Don,Alstonia macrophylla,Apocynaceae,10.1016/J.BMC.2010.01.077,10.1016_J.BMC.2010.01.077
37605,Alstiphyllanine D,JIGZBLWURVFVNC-MPYFAWNJSA-N,JIGZBLWURVFVNC,Alstonia macrophylla,Alstonia macrophylla,Alstonia macrophylla Wall. ex G.Don,Alstonia macrophylla,Apocynaceae,10.1016/J.BMC.2010.01.077,10.1016_J.BMC.2010.01.077
37598,Alstiphyllanine F,JIBNKPQBEIZZCU-DYWXBFQLSA-N,JIBNKPQBEIZZCU,Alstonia macrophylla,Alstonia macrophylla,Alstonia macrophylla Wall. ex G.Don,Alstonia macrophylla,Apocynaceae,10.1016/J.BMC.2010.01.077,10.1016_J.BMC.2010.01.077
37773,O-deacetylpicraline,MPNPJQYCBQXPGW-GGZNVOGHSA-N,MPNPJQYCBQXPGW,Alstonia macrophylla,Alstonia macrophylla,Alstonia macrophylla Wall. ex G.Don,Alstonia macrophylla,Apocynaceae,10.1016/J.BMC.2010.01.077,10.1016_J.BMC.2010.01.077
37489,Alstiphyllanine B,FEWCKFKZLJXUMP-GMHDAERMSA-N,FEWCKFKZLJXUMP,Alstonia macrophylla,Alstonia macrophylla,Alstonia macrophylla Wall. ex G.Don,Alstonia macrophylla,Apocynaceae,10.1016/J.BMC.2010.01.077,10.1016_J.BMC.2010.01.077
39838,"methyl (1R,9S,10S,12S,13E,16S,17R,18S)-13-ethylidene-18-hydroxy-8,15-diazahexacyclo[14.2.1.01,9.02,7.010,15.012,17]nonadeca-2,4,6-triene-17-carboxylate",RLUORQGMBKDXPO-HAPGVSDASA-N,RLUORQGMBKDXPO,Alstonia muelleriana,Alstonia muelleriana,Alstonia muelleriana Domin,Alstonia muelleriana,Apocynaceae,10.1016/0031-9422(73)80586-2,10.1016_0031-9422(73)80586-2
39848,11-Methoxyakuammicine,AWDINAQEZMNGBT-ZSLDGBIMSA-N,AWDINAQEZMNGBT,Alstonia muelleriana,Alstonia muelleriana,Alstonia muelleriana Domin,Alstonia muelleriana,Apocynaceae,10.1016/0031-9422(73)80586-2,10.1016_0031-9422(73)80586-2
40241,Q105256363,SNEDGGDVMLQMHM-DCLQNAOFSA-N,SNEDGGDVMLQMHM,Alstonia muelleriana,Alstonia muelleriana,Alstonia muelleriana Domin,Alstonia muelleriana,Apocynaceae,10.1016/0031-9422(73)80586-2,10.1016_0031-9422(73)80586-2
39872,Alstonisine,JUWMPKQYUSKQSY-KWJBKDRPSA-N,JUWMPKQYUSKQSY,Alstonia muelleriana,Alstonia muelleriana,Alstonia muelleriana Domin,Alstonia muelleriana,Apocynaceae,10.1016/S0031-9422(00)90012-8,10.1016_S0031-9422(00)90012-8
40027,"(1R,2R,7R,9R,10S)-6-acetyl-1'-methylspiro[4-oxa-12-azatricyclo[7.2.1.02,7]dodec-5-ene-10,3'-indole]-2'-one",JUWMPKQYUSKQSY-KHLSADDPSA-N,JUWMPKQYUSKQSY,Alstonia muelleriana,Alstonia muelleriana,Alstonia muelleriana Domin,Alstonia muelleriana,Apocynaceae,10.1016/S0031-9422(00)90012-8,10.1016_S0031-9422(00)90012-8
40275,"1-[(1R,12R,13S,18R)-3,20-dimethyl-15-oxa-3,20-diazapentacyclo[10.7.1.02,10.04,9.013,18]icosa-2(10),4,6,8,16-pentaen-17-yl]ethanone",PMIRJPWEIZTLEG-GIPAHHNCSA-N,PMIRJPWEIZTLEG,Alstonia muelleriana,Alstonia muelleriana,Alstonia muelleriana Domin,Alstonia muelleriana,Apocynaceae,10.1016/S0031-9422(00)90012-8,10.1016_S0031-9422(00)90012-8
40232,"Methyl 13-ethylidene-18-hydroxy-8,15-diazahexacyclo[14.2.1.01,9.02,7.010,15.012,17]nonadeca-2,4,6-triene-17-carboxylate",RLUORQGMBKDXPO-UHFFFAOYSA-N,RLUORQGMBKDXPO,Alstonia odontophora,Alstonia odontophora,Alstonia odontophora Boiteau,Alstonia odontophora,Apocynaceae,10.1016/0031-9422(73)80586-2,10.1016_0031-9422(73)80586-2
37274,"methyl (1R,11S,12S,17S)-12-[(1S)-1-hydroxyethyl]-8,14-diazapentacyclo[9.5.2.0¹,⁹.0²,⁷.0¹⁴,¹⁷]octadeca-2,4,6,9-tetraene-10-carboxylate",DWLJVOJBWLYMJO-AXRAJECPSA-N,DWLJVOJBWLYMJO,Alstonia scholaris,Alstonia scholaris,Alstonia scholaris (L.) R.Br.,Alstonia scholaris,Apocynaceae,10.1007/BF03172494,10.1007_BF03172494
3845,"Methyl 13-ethylidene-18-hydroxy-8,15-diazahexacyclo[14.2.1.01,9.02,7.010,15.012,17]nonadeca-2,4,6-triene-17-carboxylate",RLUORQGMBKDXPO-UHFFFAOYSA-N,RLUORQGMBKDXPO,Alstonia spectabilis,Alstonia spectabilis,Alstonia spectabilis R.Br.,Alstonia spectabilis,Apocynaceae,10.1016/0031-9422(73)80586-2,10.1016_0031-9422(73)80586-2
44015,"Methyl 13-ethylidene-18-hydroxy-8,15-diazahexacyclo[14.2.1.01,9.02,7.010,15.012,17]nonadeca-2,4,6-triene-17-carboxylate",RLUORQGMBKDXPO-UHFFFAOYSA-N,RLUORQGMBKDXPO,Alstonia sphaerocapitata,Alstonia sphaerocapitata,Alstonia sphaerocapitata Boiteau,Alstonia sphaerocapitata,Apocynaceae,10.1016/0031-9422(73)80586-2,10.1016_0031-9422(73)80586-2
5055,Amarantholidoside VI,IAXMSBCBRWSXIH-AGKBTZFZSA-N,IAXMSBCBRWSXIH,Amaranthus retroflexus,Amaranthus retroflexus,Amaranthus retroflexus L.,Amaranthus retroflexus,Amaranthaceae,10.1016/J.TET.2006.07.017,10.1016_J.TET.2006.07.017
5032,"(2R,3R,4S,5S,6R)-2-[(3S,5S,6E,9E)-3,11-dihydroxy-3,7,11-trimethyldodeca-1,6,9-trien-5-yl]oxy-6-(hydroxymethyl)oxane-3,4,5-triol",HARVFBHVMLFMBX-RQVGCWCNSA-N,HARVFBHVMLFMBX,Amaranthus retroflexus,Amaranthus retroflexus,Amaranthus retroflexus L.,Amaranthus retroflexus,Amaranthaceae,10.1016/J.TET.2006.07.017,10.1016_J.TET.2006.07.017
